1	400	400
2	18980	18990
3	1010	1000
4	60	60
5	530	530
6	60	60
7	60	60
8	270	260
9	60	60
10	150	150
11	20	30
12	240	230
13	20	20
14	20	20
15	60	70
16	20	20
17	60	60
18	70	70
19	70	70
20	70	60
21	20	30
22	70	60
23	30	30
24	20	20
25	70	70
26	60	60
27	20	20
28	20	20
29	20	20
30	20	20
31	30	20
32	20	20
33	20	20
34	20	20
35	30	20
36	20	30
37	70	70
38	20	20
39	20	20
40	20	20
41	20	20
42	20	20
43	20	30
44	30	20
45	70	70
46	70	70
47	20	30
48	20	20
49	20	20
50	20	20
51	20	20
52	20	20
53	20	20
54	20	20
55	70	70
56	30	30
57	20	20
58	20	20
59	20	30
60	120	120
61	30	20
62	20	20
63	20	20
64	20	30
65	70	70
66	220	220
67	20	20
68	20	30
69	20	20
70	20	20
71	20	20
72	20	10
73	20	20
74	30	30
75	20	20
76	20	20
77	70	70
78	20	20
79	20	20
80	20	20
81	70	80
82	20	20
83	20	30
84	30	20
85	20	30
86	30	20
87	20	20
88	70	80
89	20	20
90	30	30
91	30	20
92	30	30
93	20	20
94	20	30
95	30	30
96	30	20
97	20	30
98	20	20
99	30	30
100	20	20
101	80	80
102	20	20
103	20	20
104	20	20
105	20	20
106	80	80
107	20	30
108	30	30
109	30	20
110	20	30
111	120	120
112	30	30
113	30	30
114	30	30
115	20	30
116	30	20
117	30	30
118	20	20
119	30	30
120	20	20
121	20	30
122	30	20
123	30	30
124	20	20
125	30	20
126	30	30
127	30	20
128	20	20
129	20	20
130	20	20
131	30	30
132	30	30
133	30	20
134	30	30
135	80	80
136	80	80
137	30	20
138	30	30
139	30	20
140	30	30
141	80	80
142	30	30
143	30	30
144	80	80
145	30	30
146	30	30
147	30	30
148	30	20
149	20	20
150	20	20
151	20	20
152	30	30
153	20	20
154	30	30
155	30	20
156	30	30
157	20	20
158	30	30
159	80	90
160	20	30
161	30	30
162	30	30
163	30	20
164	90	90
165	30	30
166	30	20
167	20	30
168	30	30
169	30	30
170	30	20
171	90	90
172	30	30
173	20	20
174	30	30
175	20	20
176	20	20
177	20	30
178	20	20
179	30	20
180	30	30
181	20	30
182	30	30
183	30	20
184	30	30
185	30	30
186	30	20
187	30	30
188	30	30
189	30	30
190	30	20
191	30	30
192	30	30
193	150	140
194	30	30
195	30	30
196	30	30
197	30	30
198	20	20
199	30	30
200	20	30
201	30	20
202	20	20
203	30	30
204	30	20
205	20	30
206	30	30
207	30	30
208	30	20
209	30	30
210	30	40
211	30	30
212	30	30
213	30	30
214	30	30
215	30	30
216	30	30
217	30	30
218	30	40
219	30	30
220	30	40
221	40	30
222	30	30
223	30	30
224	30	20
225	20	30
226	30	20
227	30	30
228	30	30
229	20	20
230	30	30
231	20	20
232	30	30
233	30	30
234	30	30
235	30	30
236	40	30
237	40	30
238	30	30
239	30	30
240	30	30
241	30	30
242	30	30
243	100	100
244	40	40
245	90	90
246	30	30
247	30	30
248	40	30
249	30	30
250	30	30
251	30	30
252	30	30
253	30	30
254	20	20
255	30	30
256	30	30
257	40	30
258	40	40
259	40	30
260	30	30
261	30	40
262	30	30
263	30	30
264	40	30
265	30	30
266	30	40
267	30	30
268	30	30
269	30	30
270	30	30
271	30	30
272	30	30
273	30	30
274	30	40
275	40	30
276	30	30
277	30	30
278	30	20
279	30	30
280	20	30
281	30	20
282	30	30
283	40	40
284	100	90
285	30	40
286	30	20
287	30	30
288	30	40
289	40	30
290	30	30
291	40	40
292	40	40
293	40	40
294	30	30
295	30	30
296	30	30
297	30	30
298	30	40
299	30	30
300	30	30
301	30	30
302	20	20
303	20	30
304	30	30
305	40	40
306	30	30
307	30	30
308	30	30
309	30	30
310	30	30
311	30	30
312	30	30
313	30	40
314	30	30
315	30	30
316	30	30
317	40	30
318	30	40
319	40	30
320	30	40
321	30	30
322	30	30
323	30	20
324	30	30
325	30	30
326	30	30
327	30	30
328	30	30
329	30	30
330	30	40
331	30	30
332	30	30
333	40	30
334	40	40
335	30	30
336	30	30
337	40	40
338	30	30
339	40	40
340	40	40
341	40	30
342	110	110
343	100	100
344	30	30
345	30	30
346	30	30
347	30	30
348	30	30
349	30	30
350	40	40
351	30	30
352	30	30
353	40	40
354	40	30
355	40	40
356	30	30
357	30	30
358	30	30
359	30	30
360	30	40
361	40	40
362	40	40
363	40	40
364	40	40
365	30	30
366	40	40
367	30	30
368	30	30
369	40	40
370	30	30
371	100	100
372	40	40
373	40	40
374	40	40
375	30	40
376	40	30
377	40	40
378	50	50
379	40	40
380	40	50
381	40	40
382	50	50
383	50	40
384	50	50
385	40	40
386	50	50
387	40	30
388	40	40
389	40	40
390	40	30
391	40	40
392	40	40
393	40	50
394	30	40
395	40	40
396	40	30
397	40	50
398	50	40
399	40	50
400	50	40
401	50	50
402	50	50
403	40	40
404	50	50
405	60	50
406	50	50
407	50	40
408	40	40
409	40	50
410	50	50
411	50	40
412	50	50
413	50	50
414	50	50
415	40	50
416	50	40
417	50	50
418	50	50
419	160	170
420	50	50
421	40	50
422	50	40
423	40	50
424	40	40
425	60	60
426	50	50
427	50	50
428	50	50
429	60	50
430	50	50
431	60	60
432	60	60
433	60	60
434	60	50
435	60	60
436	50	50
437	50	50
438	50	50
439	60	60
440	60	60
441	60	50
442	50	60
443	60	50
444	60	60
445	60	60
446	50	50
447	50	60
448	60	60
449	60	50
450	60	60
451	50	50
452	70	60
453	50	60
454	60	50
455	60	60
456	70	70
457	60	50
458	50	60
459	60	70
460	60	60
461	60	60
462	60	60
463	60	50
464	50	60
465	60	60
466	60	60
467	70	70
468	90	80
469	70	70
470	70	80
471	70	70
472	80	80
473	90	90
474	90	80
475	90	90
476	90	90
477	90	80
478	110	110
479	100	100
480	100	100
481	110	110
482	110	100
483	110	100
484	110	110
485	110	120
486	120	120
487	120	120
488	120	120
489	120	120
490	120	130
491	130	140
492	140	130
493	130	140
494	140	140
495	140	140
496	150	150
497	150	150
498	150	150
499	150	150
500	160	160
501	150	150
502	160	170
503	160	160
504	180	170
505	170	170
506	170	170
507	180	180
508	180	180
509	180	180
510	180	180
511	190	190
512	190	190
513	190	190
514	190	190
515	190	200
516	200	200
517	200	210
518	200	200
519	220	220
520	210	210
521	220	210
522	210	220
523	220	220
524	220	230
525	230	230
526	230	230
527	230	230
528	230	240
529	240	230
530	240	240
531	250	250
532	240	250
533	250	250
534	260	260
535	250	250
536	260	260
537	260	260
538	290	290
539	270	270
540	270	270
541	270	270
542	270	270
543	280	290
544	280	280
545	280	280
546	320	310
547	280	290
548	310	310
549	340	340
550	360	370
551	400	400
552	430	420
553	450	460
554	490	480
555	510	510
556	540	540
557	570	570
558	570	570
559	620	620
560	690	680
561	740	740
562	800	790
563	860	850
564	900	910
565	960	960
566	1020	1020
567	1070	1080
568	1140	1140
569	1130	1130
570	1420	1420
571	1700	1700
572	1980	1980
573	2260	2260
574	2530	2540
575	2840	2840
576	2830	2820
577	3390	3390
578	3950	3950
579	4520	4520
580	5080	5080
581	5660	5650
582	5650	5640
583	5080	5080
584	4520	4520
585	3950	3950
586	3390	3390
587	2830	2830
588	2830	2820
589	2540	2550
590	2260	2260
591	1980	1980
592	1700	1690
593	1420	1420
594	1140	1130
595	1130	1130
596	1070	1080
597	1020	1020
598	960	960
599	910	900
600	850	850
601	790	790
602	730	730
603	680	690
604	620	620
605	580	570
606	560	570
607	530	540
608	510	510
609	480	480
610	450	450
611	420	420
612	390	400
613	360	370
614	340	340
615	310	310
616	280	290
617	290	280
618	280	280
619	290	290
620	270	270
621	270	280
622	280	270
623	260	270
624	270	260
625	260	260
626	260	260
627	260	260
628	250	250
629	250	250
630	250	250
631	240	250
632	240	240
633	240	240
634	230	230
635	240	230
636	230	230
637	230	230
638	220	220
639	220	220
640	210	220
641	220	220
642	210	210
643	210	210
644	210	210
645	200	200
646	200	200
647	200	200
648	200	200
649	200	190
650	190	190
651	190	190
652	180	180
653	180	180
654	180	180
655	180	180
656	180	170
657	170	170
658	160	170
659	170	160
660	160	160
661	160	160
662	160	160
663	150	150
664	150	150
665	150	150
666	150	150
667	140	140
668	140	140
669	130	140
670	140	130
671	140	140
672	120	130
673	120	120
674	130	130
675	120	120
676	110	110
677	110	120
678	110	110
679	110	110
680	100	100
681	100	100
682	100	100
683	90	100
684	100	90
685	90	90
686	90	90
687	90	90
688	80	80
689	80	80
690	80	80
691	70	70
692	70	70
693	70	70
694	70	70
695	60	70
696	60	60
697	60	60
698	60	60
699	50	50
700	60	60
701	60	50
702	60	60
703	50	60
704	60	60
705	50	50
706	50	60
707	50	50
708	60	50
709	50	60
710	60	50
711	50	50
712	50	50
713	50	60
714	60	50
715	50	50
716	50	50
717	50	50
718	50	50
719	50	50
720	50	50
721	50	50
722	50	50
723	50	50
724	50	50
725	60	60
726	50	50
727	50	50
728	50	50
729	50	50
730	50	50
731	50	50
732	50	40
733	50	50
734	50	50
735	50	50
736	50	60
737	40	40
738	50	50
739	50	50
740	50	50
741	50	50
742	40	40
743	50	50
744	50	40
745	40	50
746	50	40
747	50	50
748	40	40
749	40	40
750	50	50
751	40	40
752	50	50
753	40	40
754	40	40
755	40	50
756	40	40
757	40	40
758	40	40
759	40	40
760	40	40
761	40	40
762	40	40
763	40	40
764	40	40
765	40	40
766	40	40
767	40	40
768	40	40
769	40	30
770	40	40
771	40	40
772	40	40
773	30	30
774	40	40
775	40	40
776	40	30
777	30	40
778	40	30
779	40	40
780	40	40
781	30	30
782	40	30
783	30	40
784	30	30
785	30	40
786	30	30
787	30	40
788	30	30
789	30	30
790	40	40
791	30	40
792	30	30
793	30	30
794	30	40
795	40	30
796	40	30
797	40	40
798	30	30
799	30	30
800	30	30
801	30	30
802	30	30
803	30	30
804	30	30
805	30	30
806	30	30
807	30	30
808	30	30
809	30	30
810	30	30
811	30	30
812	30	30
813	30	30
814	30	30
815	30	30
816	30	20
817	30	30
818	30	40
819	30	30
820	30	30
821	30	30
822	30	30
823	30	30
824	40	40
825	40	30
826	30	30
827	30	30
828	30	30
829	30	30
830	30	30
831	30	30
832	30	30
833	30	40
834	30	30
835	30	30
836	30	30
837	30	30
838	30	30
839	30	30
840	30	30
841	40	40
842	30	30
843	30	20
844	30	30
845	20	30
846	30	30
847	30	30
848	30	20
849	40	30
850	30	40
851	30	30
852	30	30
853	30	30
854	30	30
855	30	30
856	30	30
857	30	30
858	30	40
859	30	30
860	30	30
861	20	20
862	30	30
863	20	30
864	30	30
865	30	30
866	20	30
867	20	30
868	30	20
869	30	30
870	30	30
871	30	40
872	20	30
873	30	20
874	20	30
875	30	30
876	30	30
877	20	30
878	30	20
879	20	30
880	30	20
881	30	30
882	20	20
883	30	30
884	30	30
885	30	30
886	30	30
887	30	20
888	30	30
889	30	30
